"","thresholds","TPR","FPR","NB","time","model"
"1616",0.10170856555195,0.118884897810413,0.881115102189587,0.0191211132598813,12,"All-12"
"1617",0.102097734091249,0.118884897810413,0.881115102189587,0.0186959810176816,12,"All-12"
"1618",0.102099452880783,0.118884897810413,0.881115102189587,0.018694102574593,12,"All-12"
"1619",0.103111560815139,0.118884897810413,0.881115102189587,0.0175867324252832,12,"All-12"
"1620",0.104390926287125,0.118884897810413,0.881115102189587,0.0161833683341341,12,"All-12"
"1621",0.104617257074811,0.118884897810413,0.881115102189587,0.0159346836292491,12,"All-12"
"1622",0.105103590029497,0.118884897810413,0.881115102189587,0.0153998916828482,12,"All-12"
"1623",0.105621870667331,0.118884897810413,0.881115102189587,0.014829328567077,12,"All-12"
"1624",0.105800520149625,0.118884897810413,0.881115102189587,0.0146325042181602,12,"All-12"
"1625",0.106082740364069,0.118884897810413,0.881115102189587,0.0143214120863459,12,"All-12"
"1626",0.106180053128986,0.118884897810413,0.881115102189587,0.0142140984052794,12,"All-12"
"1627",0.106797414451116,0.118884897810413,0.881115102189587,0.0135327455997781,12,"All-12"
"1628",0.106826269656176,0.118884897810413,0.881115102189587,0.013500876419188,12,"All-12"
"1629",0.107051098786854,0.118884897810413,0.881115102189587,0.0132524929561834,12,"All-12"
"1630",0.10707160288487,0.118884897810413,0.881115102189587,0.0132298345127217,12,"All-12"
"1631",0.107231948504165,0.118884897810413,0.881115102189587,0.0130526056423315,12,"All-12"
"1632",0.107884173087689,0.118884897810413,0.881115102189587,0.0123310498377748,12,"All-12"
"1633",0.107890159386866,0.118884897810413,0.881115102189587,0.0123244223110357,12,"All-12"
"1634",0.108346294999696,0.118884897810413,0.881115102189587,0.0118191656151011,12,"All-12"
"1635",0.108498400207331,0.118884897810413,0.881115102189587,0.0116505652995994,12,"All-12"
"1636",0.110770994399012,0.118884897810413,0.881115102189587,0.00912464996113863,12,"All-12"
"1637",0.110857541292469,0.118884897810413,0.881115102189587,0.00902820064358636,12,"All-12"
"1638",0.111489036800358,0.118884897810413,0.881115102189587,0.0083238826715438,12,"All-12"
"1639",0.111729776853009,0.118884897810413,0.881115102189587,0.00805511743043044,12,"All-12"
"1640",0.112030353980775,0.118884897810413,0.881115102189587,0.00771934475504477,12,"All-12"
"1641",0.112364491135534,0.118884897810413,0.881115102189587,0.00734581549494298,12,"All-12"
"1642",0.11262669609906,0.118884897810413,0.881115102189587,0.00705250167414523,12,"All-12"
"1643",0.112869733531654,0.118884897810413,0.881115102189587,0.00678047464517821,12,"All-12"
"1644",0.112916269047432,0.118884897810413,0.881115102189587,0.006728371352918,12,"All-12"
"1645",0.113040612674453,0.118884897810413,0.881115102189587,0.00658912371803379,12,"All-12"
"1646",0.113101560730406,0.118884897810413,0.881115102189587,0.00652085607994653,12,"All-12"
"1647",0.113158503389466,0.118884897810413,0.881115102189587,0.00645706638991576,12,"All-12"
"1648",0.113162786908821,0.118884897810413,0.881115102189587,0.00645226747042639,12,"All-12"
"1649",0.113345556109938,0.118884897810413,0.881115102189587,0.00624746397950864,12,"All-12"
"1650",0.113952708636979,0.118884897810413,0.881115102189587,0.00556650781680779,12,"All-12"
"1651",0.114198419579915,0.118884897810413,0.881115102189587,0.00529066365886902,12,"All-12"
"1652",0.114217549327384,0.118884897810413,0.881115102189587,0.00526918147845927,12,"All-12"
"1653",0.114527082945801,0.118884897810413,0.881115102189587,0.00492145471722578,12,"All-12"
"1654",0.114713467144069,0.118884897810413,0.881115102189587,0.00471195540825227,12,"All-12"
"1655",0.115076539473824,0.118884897810413,0.881115102189587,0.00430360195708299,12,"All-12"
"1656",0.115504916458879,0.118884897810413,0.881115102189587,0.00382136816182355,12,"All-12"
"1657",0.115513493559673,0.118884897810413,0.881115102189587,0.00381170795279663,12,"All-12"
"1658",0.115619145119924,0.118884897810413,0.881115102189587,0.00369269944330837,12,"All-12"
"1659",0.116862536451773,0.118884897810413,0.881115102189587,0.0022899734663217,12,"All-12"
"1660",0.116967367952891,0.118884897810413,0.881115102189587,0.00217152774193269,12,"All-12"
"1661",0.117617825483782,0.118884897810413,0.881115102189587,0.001435967728298,12,"All-12"
"1662",0.117987968872974,0.118884897810413,0.881115102189587,0.00101691236149352,12,"All-12"
"1663",0.118241787647856,0.118884897810413,0.881115102189587,0.000729349784949859,12,"All-12"
"1664",0.118273603068344,0.118884897810413,0.881115102189587,0.000693293003585213,12,"All-12"
"1665",0.118460454191464,0.118884897810413,0.881115102189587,0.000481479952846503,12,"All-12"
"1666",0.118758887634726,0.118884897810413,0.881115102189587,0.000142991712391766,12,"All-12"
"1667",0.119161000289768,0.118884897810413,0.881115102189587,-0.000313453967689642,12,"All-12"
"1668",0.119475733320819,0.118884897810413,0.881115102189587,-0.000671004233233574,12,"All-12"
"1669",0.119612392079204,0.118884897810413,0.881115102189587,-0.000826334062685619,12,"All-12"
"1670",0.11979193005335,0.118884897810413,0.881115102189587,-0.00103047480920274,12,"All-12"
"1671",0.119992900516594,0.118884897810413,0.881115102189587,-0.00125908382651879,12,"All-12"
"1672",0.120380928914758,0.118884897810413,0.881115102189587,-0.00170077156524037,12,"All-12"
"1673",0.120876764627503,0.118884897810413,0.881115102189587,-0.00226574243171566,12,"All-12"
"1674",0.121114244174809,0.118884897810413,0.881115102189587,-0.00253655989941851,12,"All-12"
"1675",0.12222716365359,0.118884897810413,0.881115102189587,-0.00380766606664351,12,"All-12"
"1676",0.122324543281635,0.118884897810413,0.881115102189587,-0.00391904028407426,12,"All-12"
"1677",0.122336466585688,0.118884897810413,0.881115102189587,-0.0039326788044256,12,"All-12"
"1678",0.123466599845694,0.118884897810413,0.881115102189587,-0.00522707067919495,12,"All-12"
"1679",0.123893169092018,0.118884897810413,0.881115102189587,-0.00571650751360392,12,"All-12"
"1680",0.123899980470226,0.118884897810413,0.881115102189587,-0.00572432661570428,12,"All-12"
"1681",0.125139481338114,0.118884897810413,0.881115102189587,-0.00714923510009136,12,"All-12"
"1682",0.125148267474724,0.118884897810413,0.881115102189587,-0.00715934990061962,12,"All-12"
"1683",0.125679374006234,0.118884897810413,0.881115102189587,-0.00777114938595774,12,"All-12"
"1684",0.125680959963587,0.118884897810413,0.881115102189587,-0.00777297741667812,12,"All-12"
"1685",0.125902193189815,0.118884897810413,0.881115102189587,-0.00802804368656496,12,"All-12"
"1686",0.126155239168207,0.118884897810413,0.881115102189587,-0.00831994615482248,12,"All-12"
"1687",0.126389147983432,0.118884897810413,0.881115102189587,-0.00858992325438379,12,"All-12"
"1688",0.126533994104276,0.118884897810413,0.881115102189587,-0.00875717685889663,12,"All-12"
"1689",0.126550276479988,0.118884897810413,0.881115102189587,-0.00877598156272075,12,"All-12"
"1690",0.126647396972282,0.118884897810413,0.881115102189587,-0.00888816170577411,12,"All-12"
"1691",0.126659710521623,0.118884897810413,0.881115102189587,-0.00890238639494612,12,"All-12"
"1692",0.127667646291016,0.118884897810413,0.881115102189587,-0.0100681219070473,12,"All-12"
"1693",0.127993030125166,0.118884897810413,0.881115102189587,-0.0104450223787328,12,"All-12"
"1694",0.129270822216583,0.118884897810413,0.881115102189587,-0.0119278469944117,12,"All-12"
"1695",0.12930529791228,0.118884897810413,0.881115102189587,-0.0119679149039059,12,"All-12"
"1696",0.129455049399299,0.118884897810413,0.881115102189587,-0.0121419940252277,12,"All-12"
"1697",0.129563363653849,0.118884897810413,0.881115102189587,-0.0122679416255514,12,"All-12"
"1698",0.130419976883398,0.118884897810413,0.881115102189587,-0.013265115074336,12,"All-12"
"1699",0.130671789793799,0.118884897810413,0.881115102189587,-0.0135586212951618,12,"All-12"
"1700",0.130901134578588,0.118884897810413,0.881115102189587,-0.0138260872798968,12,"All-12"
"1701",0.131060398032726,0.118884897810413,0.881115102189587,-0.014011906230017,12,"All-12"
"1702",0.131163455502839,0.118884897810413,0.881115102189587,-0.0141321837464062,12,"All-12"
"1703",0.132071603985092,0.118884897810413,0.881115102189587,-0.0151933111478154,12,"All-12"
"1704",0.132443992806425,0.118884897810413,0.881115102189587,-0.0156290716490735,12,"All-12"
"1705",0.132703909786037,0.118884897810413,0.881115102189587,-0.0159334420292558,12,"All-12"
"1706",0.13309978686723,0.118884897810413,0.881115102189587,-0.0163973763548264,12,"All-12"
"1707",0.133403084251873,0.118884897810413,0.881115102189587,-0.0167531019065852,12,"All-12"
"1708",0.133717697837613,0.118884897810413,0.881115102189587,-0.017122362987418,12,"All-12"
"1709",0.133721320203948,0.118884897810413,0.881115102189587,-0.0171266161104505,12,"All-12"
"1710",0.134010148857899,0.118884897810413,0.881115102189587,-0.0174658525472771,12,"All-12"
"1711",0.134193275949389,0.118884897810413,0.881115102189587,-0.0176810571155613,12,"All-12"
"1712",0.134344981136017,0.118884897810413,0.881115102189587,-0.0178594047151631,12,"All-12"
"1713",0.135006329846693,0.118884897810413,0.881115102189587,-0.0186376300689262,12,"All-12"
"1714",0.135359610714861,0.118884897810413,0.881115102189587,-0.0190538322158064,12,"All-12"
"1715",0.135501028667226,0.118884897810413,0.881115102189587,-0.0192205328263106,12,"All-12"
"1716",0.136459815162136,0.118884897810413,0.881115102189587,-0.0203521708199637,12,"All-12"
"1717",0.136619925198416,0.118884897810413,0.881115102189587,-0.0205413906408242,12,"All-12"
"1718",0.136663125466368,0.118884897810413,0.881115102189587,-0.0205924572207795,12,"All-12"
"1719",0.137132160598461,0.118884897810413,0.881115102189587,-0.0211472278312106,12,"All-12"
"1720",0.137177772451877,0.118884897810413,0.881115102189587,-0.0212012093075618,12,"All-12"
"1721",0.138085793776443,0.118884897810413,0.881115102189587,-0.0222770385119399,12,"All-12"
"1722",0.138466204681732,0.118884897810413,0.881115102189587,-0.022728425719023,12,"All-12"
"1723",0.138473752187892,0.118884897810413,0.881115102189587,-0.0227373854565972,12,"All-12"
